   -0.892621380090713501E+01   -0.193245220184326172E+01    0.215455413818359354E+01   -0.156777558049746556E+07   -0.599146350544150419E+01    1
   -0.841942140460014343E+01   -0.155076336860656738E+01    0.234829107642173751E+01   -0.382209976873339387E+06   -0.599396350544151701E+01    1
   -0.764425888657569885E+01   -0.473914384841918945E+00    0.236626887321472162E+00   -0.290475527344629401E+06   -0.599646350544151119E+01    1
   -0.881875160336494446E+01   -0.122418117523193359E+01    0.818494547605514544E+00   -0.257327467609480664E+06   -0.599896350544152046E+01    1
   -0.985429841279983521E+01   -0.994164705276489258E+00    0.165259765624999999E+01   -0.128565666362549950E+06   -0.600146350544151552E+01    1
   -0.739126870036125183E+01   -0.200555539131164551E+01    0.749523631334304774E+00   -0.831697341985008825E+05   -0.600396350544151680E+01    1
   -0.758573579788208008E+01   -0.109951233863830566E+01    0.180078329563140871E+01   -0.654551101630019184E+05   -0.600646350544151897E+01    1
   -0.913958758115768433E+01    0.252226114273071289E+00    0.100077310085296634E+01   -0.654058886320212187E+05   -0.600896350544151403E+01    1
   -0.826733887195587158E+01   -0.260922980308532715E+01    0.136924552559852608E+01   -0.579597182056393140E+05   -0.601146350544152774E+01    1
   -0.612596175074577332E+01   -0.139055085182189941E+01    0.267424385190010083E+01   -0.573644272093638865E+05   -0.601396350544150771E+01    1
   -0.685670128464698792E+01   -0.184568858146667480E+01    0.301619074344635030E+00   -0.544149469105834360E+05   -0.601646350544151787E+01    1
   -0.603936040401458740E+01   -0.192797183990478516E+00    0.241665949940681468E+01   -0.450925938711756971E+05   -0.601896350544151471E+01    1
   -0.798013287782669067E+01   -0.219597792625427246E+01    0.224585460662841818E+01   -0.292753683903895653E+05   -0.602146350544151865E+01    1
   -0.768825078010559082E+01   -0.769767761230468750E-01    0.240776046752929673E+01   -0.277173619075959432E+05   -0.602396350544152615E+01    1
   -0.587507292628288269E+01    0.889857530593872070E+00    0.290269182801246650E+01   -0.262070713430088545E+05   -0.602646350544152476E+01    1
   -0.585657897591590881E+01    0.283763647079467773E+00    0.239963995218276960E+01   -0.252440557027871218E+05   -0.602896350544151538E+01    1
   -0.587717920541763306E+01   -0.675741672515869141E+00    0.810724480152130167E+00   -0.252061941060833924E+05   -0.603146350544150778E+01    1
   -0.563492661714553833E+01    0.961382389068603516E+00    0.265000717401504504E+01   -0.246083435847839683E+05   -0.603396350544151883E+01    1
   -0.766787675023078918E+01   -0.209744691848754883E+01    0.287154939055442826E+01   -0.235736008907801224E+05   -0.603646350544152543E+01    1
   -0.949642142653465271E+01   -0.178390336036682129E+01    0.278966589927673336E+01   -0.198037971396920730E+05   -0.603896350544152405E+01    1
   -0.944591629505157471E+01   -0.161586713790893555E+01    0.221778396129608169E+01   -0.196321023163597783E+05   -0.604146350544151556E+01    1
   -0.735365891456604004E+01   -0.127603197097778320E+01    0.292173182368278495E+01   -0.187546520152525991E+05   -0.604396350544151773E+01    1
   -0.678997763991355896E+01   -0.165751457214355469E+00    0.974376363754272501E+00   -0.174544591921093743E+05   -0.604646350544151989E+01    1
   -0.763579574227333069E+01   -0.153748250007629395E+01    0.264196641087532047E+01   -0.155556092896452737E+05   -0.604896350544152739E+01    1
   -0.685695108771324158E+01   -0.182058310508728027E+01    0.194241788625717171E+01   -0.152415081857897712E+05   -0.605146350544151179E+01    1
   -0.858246150612831116E+01   -0.144293856620788574E+01    0.944788650274276720E+00   -0.126700738421214191E+05   -0.605396350544152728E+01    1
   -0.552620097994804382E+01   -0.550656318664550781E-01    0.683781169652938892E+00   -0.125052266121142075E+05   -0.605646350544151968E+01    1
   -0.845287337899208069E+01   -0.241691207885742188E+01    0.137008088111877435E+01   -0.123039926339055346E+05   -0.605896350544151474E+01    1
   -0.596673196554183960E+01    0.926002502441406250E+00    0.144647266030311594E+01   -0.113105159297508744E+05   -0.606146350544152135E+01    1
   -0.746877616643905640E+01   -0.222075319290161133E+01    0.616776349544525204E+00   -0.104796062546265857E+05   -0.606396350544152796E+01    1
   -0.835278856754302979E+01   -0.157873678207397461E+01    0.845893249511718737E+00   -0.998697021731643144E+04   -0.606646350544152924E+01    1
   -0.666474205255508423E+01   -0.183796882629394531E+01    0.137149404048919688E+01   -0.993144775566020508E+04   -0.606896350544152163E+01    1
   -0.547713434696197510E+01   -0.148411822319030762E+01    0.272726841211318982E+01   -0.973639900575052343E+04   -0.607146350544152913E+01    1
   -0.522877305746078491E+01   -0.792860269546508789E+00    0.225688101530075080E+01   -0.968575170074438574E+04   -0.607396350544152597E+01    1
   -0.735938701033592224E+01   -0.222204422950744629E+01    0.184496761679649346E+01   -0.863704435443540751E+04   -0.607646350544151126E+01    1
   -0.690315973758697510E+01   -0.161772894859313965E+01    0.202871368169784549E+01   -0.831794266943551520E+04   -0.607896350544150810E+01    1
   -0.625870487093925476E+01   -0.105978798866271973E+01    0.744815053939819394E+00   -0.816237101894844000E+04   -0.608146350544151293E+01    1
   -0.505073067545890808E+01   -0.849774360656738281E+00    0.237499723076820368E+01   -0.738856012127515169E+04   -0.608396350544152220E+01    1
   -0.893670389056205750E+01   -0.115648412704467773E+01    0.198709990382194523E+01   -0.700356498741909218E+04   -0.608646350544152792E+01    1
   -0.810203513503074646E+01   -0.263257622718811035E+01    0.136839667081832883E+01   -0.656414037751367778E+04   -0.608896350544152209E+01    1
   -0.633800652623176575E+01    0.502786159515380859E+00    0.184675111770629874E+01   -0.644416282272263470E+04   -0.609146350544151627E+01    1
   -0.822013297677040100E+01   -0.904019117355346680E+00    0.918438450098037706E+00   -0.617515354711179043E+04   -0.609396350544152021E+01    1
   -0.935465097427368164E+01   -0.189671158790588379E+01    0.227257195115089417E+01   -0.617468517253338905E+04   -0.609646350544151705E+01    1
   -0.682704126834869385E+01   -0.199619531631469727E+01    0.466583050489425666E+00   -0.541718947630695220E+04   -0.609896350544151211E+01    1
   -0.517927336692810059E+01   -0.753103971481323242E+00    0.295231031179428083E+01   -0.516165496089072258E+04   -0.610146350544150806E+01    1
