   -0.642434950242952496E+01   -0.856075477666024320E+00    0.283349594508379576E+01   -0.103207448406102102E+02
   -0.683956041202008436E+01   -0.104652534271351660E+01    0.185091521098577738E+01   -0.967603502095742307E+01
   -0.593851257669387245E+01   -0.687784232619466085E+00    0.298589374709726885E+01   -0.939858712217702852E+01
   -0.687048926134765559E+01   -0.105164176942268162E+01    0.191017774790423900E+01   -0.916659579683914671E+01
   -0.656431335264260074E+01   -0.536652356009840847E+00    0.133652568193202437E+01   -0.897132721709321146E+01
   -0.717173836604482506E+01   -0.124998087628380916E+01    0.851534141012759149E+00   -0.881202556248408264E+01
   -0.603405731239753074E+01   -0.413917395691066003E+00    0.227917560531315511E+01   -0.879740680663574182E+01
   -0.695357148740662723E+01   -0.949808005314335735E+00    0.196784220082443495E+01   -0.879209079459919352E+01
   -0.678467917115481267E+01   -0.796167397331825955E+00    0.221642462205633717E+00   -0.877094664978135974E+01
   -0.591170404041283781E+01   -0.663613608998060434E+00    0.299186821464174546E+01   -0.869026145901774427E+01
   -0.596038787336673170E+01   -0.411635459885768995E+00    0.241527045923169092E+01   -0.866608174717245561E+01
   -0.638805180611224355E+01   -0.462828823185661653E+00    0.160355707653113555E+01   -0.866231892900869482E+01
   -0.731878049709546108E+01   -0.118984280364089390E+01    0.170567206793932691E+01   -0.860706534023078262E+01
   -0.596253425126910042E+01   -0.593740578764361926E+00    0.229750370916164126E+01   -0.857970704940903062E+01
   -0.663171146372370313E+01   -0.734979463181582915E+00    0.594863241026444389E+00   -0.856248540242766687E+01
   -0.693551710272744515E+01   -0.947896305952560358E+00    0.199420069073999895E+01   -0.853701534968138454E+01
   -0.726854624260560112E+01   -0.124563290296635576E+01    0.306845060570816786E+00   -0.850113459852447129E+01
   -0.679600299471232105E+01   -0.934672097278967162E+00    0.490942756679821013E+00   -0.847279331650431011E+01
   -0.640031702990706552E+01   -0.733576717672428602E+00    0.251548978716028460E+01   -0.846103573497554962E+01
   -0.652246783971786481E+01   -0.764747679233551025E+00    0.135427420377731322E+01   -0.838130911543260204E+01
   -0.680498575938923178E+01   -0.937640849807112486E+00    0.837025883147798799E+00   -0.837464389731455405E+01
   -0.620862499759025255E+01   -0.741587786718486575E+00    0.283282354326373387E+01   -0.837255312653324424E+01
   -0.702873302698135394E+01   -0.109551544189453143E+01    0.190163304328918459E+01   -0.837254622090271106E+01
   -0.607805545189003027E+01   -0.328978559826358818E+00    0.136417125358730873E+01   -0.835908868693148577E+01
   -0.761323710273459930E+01   -0.133472744307657631E+01    0.787276397567396646E+00   -0.833888458420803325E+01
   -0.625269133643957087E+01   -0.463797606193057987E+00    0.192990170442087350E+01   -0.830992118300215665E+01
   -0.709405077239357329E+01   -0.103474476281470773E+01    0.185775966743164678E+01   -0.825049617780412348E+01
   -0.635290005792751966E+01   -0.796957744263719459E+00    0.267302102941767084E+01   -0.817547554949144128E+01
   -0.627530223298417145E+01   -0.695777193010880479E+00    0.262663006934211296E+01   -0.812643697427795253E+01
   -0.700353880228920378E+01   -0.881102531230015251E+00    0.822478038248060539E+00   -0.810547413706984443E+01
   -0.701909739523273757E+01   -0.895436190449843572E+00    0.817049546146779715E+00   -0.809816342955941160E+01
   -0.626167446831360852E+01   -0.761070433356210607E+00    0.366104739347689195E-01   -0.803632646845682608E+01
   -0.674893287420272792E+01   -0.641289138793945224E+00    0.887136347293853822E+00   -0.803548805444969183E+01
   -0.726565462373220861E+01   -0.119607366129583648E+01    0.162465067946684427E+01   -0.796063264938044135E+01
   -0.723380486368726849E+01   -0.113476519451460311E+01    0.516554625007282109E+00   -0.794219857789076933E+01
   -0.657385289566625453E+01   -0.817785982137625767E+00    0.236381620327292641E+01   -0.783923052265985731E+01
   -0.770575103381701521E+01   -0.156140647132834109E+01    0.716715638190807414E+00   -0.783716272418214377E+01
   -0.610704785450078091E+01   -0.288329217309597485E+00    0.175901346787924795E+01   -0.781479682387763486E+01
   -0.755510948786966452E+01   -0.151585903106905939E+01    0.601658053276679539E+00   -0.777833714780608876E+01
   -0.614112485545664111E+01   -0.718491921828456226E+00    0.275459830385547688E+01   -0.777429401465729875E+01
   -0.608226658641075701E+01   -0.641576099934331179E+00    0.223502414507499081E+01   -0.777366594670161604E+01
   -0.681121660761187719E+01   -0.117283016769754789E+01    0.408714495221469201E-01   -0.774636925512720076E+01
   -0.688323755547672889E+01   -0.780600721570835043E+00    0.957299684946702478E+00   -0.774427129725849550E+01
   -0.636696865684239022E+01   -0.771782274121477041E+00    0.259311747104984214E+01   -0.763575588921204229E+01
   -0.606844389744752455E+01   -0.628229868059625884E+00    0.222314034126021776E+01   -0.763390686541619257E+01
   -0.726112241879656217E+01   -0.134222741917971455E+01    0.562346770076542990E+00   -0.762124070937008202E+01
   -0.703988770680090781E+01   -0.101711865037268723E+01    0.186891842480931381E+01   -0.761122274974495827E+01
   -0.760115981194177603E+01   -0.135550871207843660E+01    0.655146255340707362E+00   -0.760729725588341665E+01
   -0.661298795385436389E+01   -0.727582706391308287E+00    0.877762000270619236E+00   -0.758813666521348829E+01
   -0.648559535576146118E+01   -0.676234601017878356E+00    0.203470035965203477E+01   -0.750806208593249647E+01
   -0.736450970433814067E+01   -0.120676896932809741E+01    0.149887419734061811E+01   -0.748547785081133910E+01
   -0.759118708846191215E+01   -0.154527705809711602E+01    0.537855234714574748E+00   -0.747036826250072217E+01
   -0.742721071418838896E+01   -0.120830538245107189E+01    0.115647942931984238E+01   -0.744311328612947243E+01
   -0.687452340937875128E+01   -0.931989131315547503E+00    0.198897883636245587E+01   -0.744182434932869796E+01
   -0.660934578834943931E+01   -0.505275501907670899E+00    0.456707600399011260E+00   -0.743452727074698227E+01
   -0.608820328963270985E+01   -0.585365154003686383E+00    0.201034431703683270E+01   -0.741682618499698076E+01
   -0.645116576881364523E+01   -0.833105075261811989E+00    0.233342003712100965E+01   -0.739196588534846200E+01
   -0.638492483829041824E+01   -0.344274290138876227E+00    0.118152531630148117E+01   -0.738708819531615024E+01
   -0.667310137825202432E+01   -0.801850743981378455E+00    0.370707268899643339E+00   -0.734481723497575256E+01
   -0.641637408976050327E+01   -0.651894628460138792E+00    0.144703117064964332E+00   -0.733669073043562836E+01
   -0.755674565860714331E+01   -0.144827482098062199E+01    0.876708526792811527E+00   -0.726575459296291637E+01
   -0.590067762668613938E+01   -0.587142840258511045E+00    0.289922847635781977E+01   -0.725410233539595151E+01
   -0.634659388670644375E+01   -0.641463197723581624E+00    0.223507820350830233E+01   -0.724035019070002406E+01
   -0.584059089486400040E+01   -0.428088874932103236E+00    0.261911484947811157E+01   -0.723741546429908844E+01
   -0.774151303357173681E+01   -0.147313898047672565E+01    0.583304812033425102E+00   -0.722932410069141795E+01
   -0.691429744804816249E+01   -0.105240179969312786E+01    0.462383863551412533E+00   -0.719220819123468935E+01
   -0.639801099628005687E+01   -0.600470961585259477E+00    0.196083352826781088E+01   -0.719120395391374423E+01
   -0.740256825257594642E+01   -0.137998851415934976E+01    0.779544245519479206E+00   -0.717662268139617154E+01
   -0.581646495814904263E+01   -0.494515909463071113E+00    0.282925565435009307E+01   -0.717661016056175960E+01
   -0.643623056776243008E+01   -0.696955556765257223E+00    0.221113887463377967E+01   -0.716835839358062721E+01
   -0.645558853328086713E+01   -0.558004657988327990E+00    0.308546038479747375E+00   -0.716802124660126516E+01
   -0.698451477043940194E+01   -0.108100148513043703E+01    0.939348015597099018E+00   -0.716473977427156239E+01
   -0.618715042108222502E+01   -0.317896568681496294E+00    0.113033597109906014E+01   -0.716301739351712019E+01
   -0.680179894844493838E+01   -0.889789384082438572E+00    0.198886164693372702E+01   -0.714294567345910192E+01
   -0.655205607596349715E+01   -0.694627313522345746E+00    0.189291525763353063E+01   -0.713693212440365699E+01
   -0.632245159765961517E+01   -0.769696373277284351E+00    0.231943674097938812E+01   -0.712623491586223334E+01
   -0.615333431800928743E+01   -0.522486146526468520E+00    0.227107067672202234E+01   -0.711786958492331312E+01
   -0.620086263801660031E+01   -0.662773983836445035E+00    0.203527005474935274E+01   -0.711320939359948845E+01
   -0.752282370143024082E+01   -0.148002002935189081E+01    0.429338569940990067E+00   -0.710366693057575027E+01
   -0.609572540805527741E+01   -0.360512672734598416E+00    0.143195271226866749E+01   -0.709780123195518087E+01
   -0.647503594302028507E+01   -0.742968380092098979E+00    0.151662483632698386E+01   -0.709720952331333876E+01
   -0.728888138146080067E+01   -0.122774634097378588E+01    0.139488718016572455E+01   -0.707913728163666889E+01
   -0.606072826220469363E+01   -0.625845198739789721E+00    0.272633382632479870E+01   -0.707481815238117751E+01
   -0.751093090993537249E+01   -0.135752430642691979E+01    0.111158913210694954E+01   -0.706454030575738656E+01
   -0.676171078576567641E+01   -0.877581097348189787E+00    0.899392030950397769E+00   -0.705642488740969220E+01
   -0.692135484064534712E+01   -0.103743402023352371E+01    0.117725777845346080E+01   -0.704723769151616963E+01
   -0.657336627266234164E+01   -0.725845966771611284E+00    0.195063562257632017E+01   -0.704183548703475370E+01
   -0.595713688135147024E+01   -0.351020586490631059E+00    0.218442243456840535E+01   -0.702254543627401606E+01
   -0.655342736163441497E+01   -0.695527228395345087E+00    0.188162542015009127E+01   -0.701043546375699300E+01
   -0.643418927192688006E+01   -0.360367977619171054E+00    0.103099974036216735E+01   -0.698412813711790825E+01
   -0.580936945778822711E+01   -0.246432702017375105E+00    0.176761257823939144E+01   -0.698094549444535240E+01
   -0.601575172722738749E+01   -0.459227420199075587E+00    0.235740907201996341E+01   -0.696047224959618216E+01
   -0.662219298533731759E+01   -0.855034035431588846E+00    0.224950141536675785E+01   -0.695687032432016750E+01
   -0.625596682133327420E+01   -0.532300430046672712E+00    0.146561834730792850E+01   -0.695642417961065718E+01
   -0.601216794611827865E+01   -0.328751229569494763E+00    0.154626512777624514E+01   -0.693982563780588535E+01
   -0.731710691283445502E+01   -0.119048186069876438E+01    0.147283855368301642E+01   -0.693121024520581841E+01
   -0.673337037220987522E+01   -0.724662357090890774E+00    0.138879538232277833E+01   -0.691572999746105666E+01
   -0.678638274669647235E+01   -0.965585696697235152E+00    0.197210757613182075E+01   -0.691295012763525030E+01
   -0.674619020019571280E+01   -0.944052248633676871E+00    0.159633731414865054E+01   -0.688184239292872935E+01
   -0.665904749208819435E+01   -0.857105006425603611E+00    0.137998324450303467E+01   -0.687832720800223196E+01
   -0.676151953870264233E+01   -0.894532573538191933E+00    0.106523703114106549E+01   -0.687648454657399810E+01
   -0.695263353962555364E+01   -0.924036088084446705E+00    0.375666691399306529E+00   -0.686459257749051321E+01
