   -0.746460738182067907E+01   -0.583512103557586759E+00    0.883539044857025169E+00   -0.184448707466214490E+10   -0.599146350544150419E+01    1
   -0.734570938348770142E+01   -0.757541441917419345E+00    0.241407261848449695E+01   -0.155290951370600592E+08   -0.599396350544151701E+01    1
   -0.764728908538818342E+01   -0.613225293159484819E+00    0.183022004246711734E+01   -0.140801586956867576E+08   -0.599646350544151119E+01    1
   -0.642766383886337245E+01   -0.118081634044647221E+01    0.746009124517440836E+00   -0.468522362596193701E+07   -0.599896350544152046E+01    1
   -0.592746394872665405E+01   -0.131001094579696664E+01    0.326555771112442006E+01   -0.312029889737368375E+07   -0.600146350544151552E+01    1
   -0.766611990928649867E+01   -0.236000597476959229E+00    0.260055374979972820E+01   -0.291863389585194364E+07   -0.600396350544151680E+01    1
   -0.775300980806350726E+01   -0.974993383884429909E+00    0.297042816877365112E+00   -0.247079350604503974E+07   -0.600646350544151897E+01    1
   -0.671163183450698853E+01   -0.176656959056854257E+01    0.836010955572128345E+00   -0.205027540304065123E+07   -0.600896350544151403E+01    1
   -0.607505245208740252E+01   -0.178621623516082773E+01    0.371223857879638652E+01   -0.179513260422832053E+07   -0.601146350544152774E+01    1
   -0.620008000135421788E+01   -0.175195187330245972E+01    0.134463925004005436E+01   -0.154741150428386102E+07   -0.601396350544150771E+01    1
   -0.723945391178131104E+01   -0.453107178211212158E+00    0.160094847202301027E+01   -0.115808094269449683E+07   -0.601646350544151787E+01    1
   -0.684806653261184728E+01   -0.410385167598724454E+00    0.231399649024009690E+01   -0.105001214411869389E+07   -0.601896350544151471E+01    1
   -0.598148933649063075E+01   -0.431482028961181596E+00    0.294167974352836614E+01   -0.993523066761814640E+06   -0.602146350544151865E+01    1
   -0.758470220565795916E+01   -0.476500654220580966E+00    0.370151072263717662E+01   -0.987830428424100508E+06   -0.602396350544152615E+01    1
   -0.701425218582153320E+01   -0.455690789222717330E+00    0.310293942928314204E+01   -0.803017994393712492E+06   -0.602646350544152476E+01    1
   -0.584158558845519948E+01   -0.979219043254852317E+00    0.188138576269149782E+01   -0.483929986144583847E+06   -0.602896350544151538E+01    1
   -0.759014528989791870E+01   -0.422557568550109952E+00    0.263981354713439931E+01   -0.464546904154299642E+06   -0.603146350544150778E+01    1
   -0.778190815448760986E+01   -0.111355887651443486E+01    0.390888903141021760E+00   -0.433520982166386093E+06   -0.603396350544151883E+01    1
   -0.596110396385192853E+01   -0.609731125831604048E+00    0.399776912212371816E+01   -0.300399266169208102E+06   -0.603646350544152543E+01    1
   -0.723210288286209124E+01   -0.234657347202301025E+00    0.230907878518104548E+01   -0.291675336579776544E+06   -0.603896350544152405E+01    1
   -0.597803746461868268E+01   -0.109481688737869254E+01    0.109401919364929201E+01   -0.289267823838134878E+06   -0.604146350544151556E+01    1
   -0.605777840614318830E+01   -0.225177240371704057E+00    0.347153008222579951E+01   -0.287446945602518681E+06   -0.604396350544151773E+01    1
   -0.615768979787826520E+01   -0.167806677818298344E+01    0.230719354629516582E+01   -0.245129141491270362E+06   -0.604646350544151989E+01    1
   -0.676838302612304688E+01   -0.465176689624786421E+00    0.383723239898681678E+00   -0.169721087816828251E+06   -0.604896350544152739E+01    1
   -0.624509831666946447E+01   -0.144891386032104497E+01    0.940066320896148722E+00   -0.169363810868979606E+06   -0.605146350544151179E+01    1
   -0.795018848180770910E+01   -0.955429565906524725E+00    0.556907352209091155E+00   -0.166989958776070736E+06   -0.605396350544152728E+01    1
   -0.726489579677581787E+01   -0.708708071708679110E+00    0.354916482210159323E+01   -0.158903394642312604E+06   -0.605646350544151968E+01    1
   -0.707301163673400879E+01   -0.109556329250335649E+00    0.291471705555915817E+01   -0.136324180211258470E+06   -0.605896350544151474E+01    1
   -0.626705135107040423E+01   -0.113399902582168588E+01    0.125303471684455880E+01   -0.124807579277799727E+06   -0.606146350544152135E+01    1
   -0.753361544609069789E+01   -0.340346145629882857E+00    0.157955918312072763E+01   -0.120250918742621259E+06   -0.606396350544152796E+01    1
