   -0.698742914817118432E+01   -0.911090899487918993E+00    0.182911919318207805E+01   -0.121743090083264747E+02
   -0.615879040000002842E+01   -0.785011527634808415E+00    0.283275743004075320E+01   -0.107416667930786840E+02
   -0.708124347085997030E+01   -0.119187047631994547E+01    0.121950232389972602E+01   -0.102229723443936251E+02
   -0.695789176225662231E+01   -0.111212571859359732E+01    0.140394942998886108E+01   -0.990194196989165043E+01
   -0.638385801562452837E+01   -0.579759119773055831E+00    0.202858527633705571E+00   -0.965619919924030512E+01
   -0.627879805436840854E+01   -0.319613838680236073E+00    0.625535140250908506E+00   -0.954359198170018352E+01
   -0.642683078292897747E+01   -0.253167155046574166E+00    0.571881955548666610E+00   -0.889084303397653741E+01
   -0.685030060221260584E+01   -0.795877724787747987E+00    0.337760325502175440E+00   -0.876697544302988518E+01
   -0.581658993959426862E+01   -0.621550011634826705E+00    0.293454776644706739E+01   -0.860198847326376281E+01
   -0.771969790775802878E+01   -0.145453448146103193E+01    0.969115137183720221E+00   -0.854988904041459286E+01
   -0.737261491152453985E+01   -0.115286864160250957E+01    0.128434412074150872E+01   -0.854658548762399661E+01
   -0.677247098314654039E+01   -0.919391614203863727E+00    0.230044467898934846E+01   -0.851697604041804013E+01
   -0.737899039997760386E+01   -0.134215874243289623E+01    0.111363674891860787E+01   -0.841343431915727535E+01
   -0.679123533393592282E+01   -0.891496899621694427E+00    0.215272723628894846E+01   -0.836603085580087225E+01
   -0.629254504305024920E+01   -0.540412271509112641E+00    0.133263528982434742E+01   -0.836002061021886433E+01
   -0.706584785162402174E+01   -0.997373066583638002E+00    0.423070048470974847E+00   -0.835662662337062834E+01
   -0.683245753331734029E+01   -0.964298272347678287E+00    0.562560153389994100E+00   -0.831322084744523693E+01
   -0.610697308778762782E+01   -0.212986278533935591E+00    0.198193149566650378E+00   -0.828926413769239367E+01
   -0.768229695528056045E+01   -0.140945160002163616E+01    0.104659198573448231E+01   -0.825680901451127447E+01
   -0.683752247512508671E+01   -0.721969046025109362E+00    0.825333257955848998E+00   -0.823931488853879124E+01
   -0.722694854306975554E+01   -0.110044743557672975E+01    0.615772351491836289E+00   -0.815397828507941291E+01
   -0.693860136936391925E+01   -0.107104359604382271E+01    0.177869289339901981E+01   -0.814004246044404667E+01
   -0.752172437813689143E+01   -0.137419904284066119E+01    0.451580683641583935E+00   -0.813386000602702275E+01
   -0.740309331031904261E+01   -0.143025036009432860E+01    0.240274901863693324E+00   -0.810137623792990702E+01
   -0.615246018750753532E+01   -0.608983842883697779E+00    0.188954693644713068E+01   -0.809426638671918042E+01
   -0.686441457369538455E+01   -0.987619755348697725E+00    0.218149040782054460E+01   -0.805710552139466074E+01
   -0.614365978210757824E+01   -0.422949852241701008E+00    0.873004118546174129E-01   -0.804043402050633205E+01
   -0.584563477103202445E+01   -0.598493609813872673E-01    0.178513953753558385E+01   -0.799968626559383100E+01
   -0.768759236070351459E+01   -0.147445434160180033E+01    0.917200993389903685E+00   -0.798681607310938269E+01
   -0.661102415352585560E+01   -0.760243994552358027E+00    0.101363619128429305E+01   -0.795726928130210798E+01
   -0.658504578403108809E+01   -0.456963823245270184E+00    0.773385203446499858E+00   -0.795610692223182703E+01
   -0.755038838184537298E+01   -0.128508765547121051E+01    0.113601155736588733E+01   -0.795250534971034018E+01
   -0.706523998765233863E+01   -0.103048572322143661E+01    0.188070975726434764E+01   -0.787367166101979166E+01
   -0.583469711667959423E+01   -0.609818614782654977E+00    0.291089395138572282E+01   -0.782881158389009180E+01
   -0.632912012704226257E+01   -0.262120867358879517E+00    0.238432256523898850E+00   -0.780074904969409744E+01
   -0.660914815552239698E+01   -0.844422109533174980E+00    0.235417435854144230E+01   -0.773182840856906495E+01
   -0.607636561467680458E+01   -0.691148088687451034E+00    0.280098503588087588E+01   -0.768015086061339236E+01
   -0.696561496244526879E+01   -0.108456883518275315E+01    0.154017675255829123E+01   -0.764027546860030693E+01
   -0.647139748846317087E+01   -0.770778026515303250E+00    0.241431584122812914E+01   -0.759782349574732407E+01
   -0.673904880285263097E+01   -0.789569592475891202E+00    0.176198848605155955E+01   -0.756831740603051006E+01
   -0.609635311365127563E+01   -0.236574804782867520E+00    0.116711009740829463E+01   -0.754416852473790911E+01
   -0.736998053573949008E+01   -0.130455467294270422E+01    0.121217292730477411E+01   -0.754390053966618535E+01
   -0.634450106098442657E+01   -0.793300619637481663E+00    0.240649737001473918E+01   -0.753844055734028995E+01
   -0.647233401412607279E+01   -0.546029685987897917E+00    0.780209591593036600E+00   -0.751764518806233895E+01
