   -0.716045805215835607E+01   -0.239084064960479736E+00    0.283938744544982891E+01   -0.651565626982104645E+11   -0.599146350544150419E+01    1
   -0.681602001190185547E+01   -0.925764441490173340E-01    0.228823179602622995E+01   -0.272528536762590528E+09   -0.599396350544151701E+01    1
   -0.668661363124847430E+01   -0.158585007190704341E+01    0.145945236206054685E+01   -0.191249148279731184E+09   -0.599646350544151119E+01    1
   -0.702148532867431641E+01   -0.587620925903320268E+00    0.379245149612426768E+01   -0.502728793006419614E+08   -0.599896350544152046E+01    1
   -0.663307381868362445E+01   -0.139250646829605107E+01    0.136826700806617740E+01   -0.444542036473017782E+08   -0.600146350544151552E+01    1
   -0.763317540884017909E+01   -0.292014026641845614E+00    0.297409152388572684E+01   -0.403323486578832120E+08   -0.600396350544151680E+01    1
   -0.626094146966934240E+01   -0.177516263723373413E+01    0.640800023078918479E-01   -0.397133453458140194E+08   -0.600646350544151897E+01    1
   -0.583463188409805333E+01   -0.162091909646987919E+01    0.301535398721694925E+01   -0.258079389180530868E+08   -0.600896350544151403E+01    1
   -0.638534719944000262E+01   -0.358819162845611661E+00    0.191729924321174616E+01   -0.235082142984305136E+08   -0.601146350544152774E+01    1
   -0.733849564790725672E+01   -0.376093876361846879E+00    0.150319241881370536E+01   -0.114271613863026742E+08   -0.601396350544150771E+01    1
   -0.617854579687118566E+01   -0.706257820129394531E-01    0.370565506935119648E+01   -0.779643831387898419E+07   -0.601646350544151787E+01    1
   -0.654295129776000994E+01   -0.369476115703582852E+00    0.244751775741577138E+01   -0.594455138647442497E+07   -0.601896350544151471E+01    1
   -0.708881820440292376E+01   -0.372033333778381436E+00    0.210538178682327271E+00   -0.312025397819480905E+07   -0.602146350544151865E+01    1
   -0.596147427558898890E+01   -0.171640959978103647E+01    0.382435917019844052E+01   -0.203068800726916781E+07   -0.602396350544152615E+01    1
   -0.678023195266723633E+01   -0.164610943794250497E+01    0.333661819338798527E+01   -0.113764545271645044E+07   -0.602646350544152476E+01    1
   -0.651418250799179077E+01   -0.105433377027511588E+01    0.174032638669013973E+01   -0.833987402905508992E+06   -0.602896350544151538E+01    1
   -0.734943308830261266E+01   -0.496070587635040194E+00    0.319170341253280654E+01   -0.596942290294468752E+06   -0.603146350544150778E+01    1
   -0.662930408716201747E+01   -0.140343260765075684E+01    0.251566533565521233E+01   -0.545719921777406940E+06   -0.603396350544151883E+01    1
   -0.774091593027114833E+01   -0.507434785366058350E+00    0.329979020476341267E+01   -0.500933351530939457E+06   -0.603646350544152543E+01    1
   -0.628859932422637957E+01   -0.155389391183853154E+01    0.542927120923995976E+00   -0.479078575731819728E+06   -0.603896350544152405E+01    1
   -0.588417065143585205E+01   -0.154858592748641977E+01    0.293011760711669941E-01   -0.422720890324005275E+06   -0.604146350544151556E+01    1
   -0.666484090089798009E+01   -0.168191424608230600E+01    0.279378444910049417E+01   -0.380257527548811224E+06   -0.604396350544151773E+01    1
   -0.770592278242111206E+01   -0.117913448810577304E+00    0.589285683631897039E+00   -0.362407818667342188E+06   -0.604646350544151989E+01    1
   -0.749238862991333043E+01   -0.547336292266845659E+00    0.333445136666297914E+01   -0.315747184175373055E+06   -0.604896350544152739E+01    1
   -0.625093806982040423E+01   -0.111022242307662955E+01    0.326142570018768296E+01   -0.312098667604823131E+06   -0.605146350544151179E+01    1
   -0.667295340299606288E+01   -0.483288788795471103E+00    0.354388487219810466E+01   -0.289405472540575312E+06   -0.605396350544152728E+01    1
   -0.721883486509323102E+01   -0.481105899810791104E+00    0.220714469909667965E+01   -0.214184381546760822E+06   -0.605646350544151968E+01    1
   -0.614027806520462072E+01   -0.174471377134323125E+01    0.302369202375412005E+01   -0.158542469437777763E+06   -0.605896350544151474E+01    1
   -0.594490453004837072E+01   -0.186192512512206587E-01    0.353463209033012404E+01   -0.145929664244937390E+06   -0.606146350544152135E+01    1
   -0.720341919660568220E+01   -0.598725056648254483E+00    0.638284102678298937E+00   -0.141132869402445125E+06   -0.606396350544152796E+01    1
   -0.747546352148056048E+01   -0.541775107383728027E+00    0.838149077892303529E+00   -0.128777175525386119E+06   -0.606646350544152924E+01    1
   -0.791944552659988421E+01   -0.445421040058135986E+00    0.382720114350318896E+01   -0.126483139488880493E+06   -0.606896350544152163E+01    1
   -0.660727080106735265E+01   -0.175586253404617310E+01    0.379432677149772646E+01   -0.124093775539384180E+06   -0.607146350544152913E+01    1
   -0.746065498590469378E+01   -0.133221244812011808E+00    0.357028414726257326E+01   -0.120515624169557253E+06   -0.607396350544152597E+01    1
   -0.603504999876022374E+01   -0.140165001153945923E+01    0.180918113708496087E+01   -0.106367031132481832E+06   -0.607646350544151126E+01    1
   -0.727022702693939227E+01   -0.315251076221465976E+00    0.193183624505996709E+01   -0.997153235503879259E+05   -0.607896350544150810E+01    1
   -0.789416296482086199E+01   -0.532519447803497359E+00    0.344048259139060963E+01   -0.965457164395057334E+05   -0.608146350544151293E+01    1
   -0.617471915483474731E+01   -0.164445376396179288E+00    0.385081300735473642E+01   -0.952824058015559422E+05   -0.608396350544152220E+01    1
   -0.788763451576232910E+01   -0.691917979717254550E+00    0.130009333491325374E+01   -0.807513193764038588E+05   -0.608646350544152792E+01    1
   -0.790156972408294678E+01   -0.420137250423431308E+00    0.315598872780799855E+01   -0.803860115679249284E+05   -0.608896350544152209E+01    1
